"s","a","r","sp"
26200,2,-100,25701
25701,4,0,25702
25702,1,-225,25702
25702,1,-225,25202
25202,6,-100,25703
25703,5,-25,25703
25703,4,0,25704
25704,5,-25,26204
26204,6,-100,26205
26205,3,-25,26206
26206,4,0,26207
26207,3,-25,25708
25708,7,-225,26209
26209,6,-100,26710
26710,2,-100,26210
26210,4,0,26211
26211,3,-25,25712
25712,2,-100,25212
25212,5,-25,25713
25713,3,-25,25213
25213,1,-225,24713
24713,1,-225,24712
24712,2,-100,24212
24212,1,-225,23711
23711,3,-25,23210
23210,4,0,23209
23209,1,-225,23207
23207,4,0,23206
23206,5,-25,23205
23205,5,-25,23204
23204,4,0,23203
23203,6,-100,23702
23702,6,-100,24201
24201,2,-100,23700
23700,7,-225,24200
24200,7,-225,24699
24699,4,0,24699
24699,6,-100,24699
24699,1,-225,24699
24699,7,-225,25199
25199,3,-25,24699
24699,7,-225,25199
25199,1,-225,25199
25199,1,-225,24699
24699,5,-25,25199
25199,3,-25,24699
24699,7,-225,25200
25200,1,-225,25200
25200,4,0,25200
25200,2,-100,24700
24700,7,-225,25200
25200,5,-25,25200
25200,5,-25,25701
25701,1,-225,25201
25201,7,-225,25701
25701,1,-225,25702
25702,6,-100,25702
25702,2,-100,25703
25703,4,0,25703
25703,2,-100,25203
25203,7,-225,25704
25704,2,-100,25204
25204,6,-100,25704
25704,3,-25,25205
25205,1,-225,25205
25205,5,-25,25205
25205,7,-225,25706
25706,3,-25,25206
25206,1,-225,25206
25206,7,-225,25206
25206,2,-100,25206
25206,5,-25,25207
25207,2,-100,24706
24706,2,-100,24706
24706,7,-225,24706
24706,5,-25,25206
25206,1,-225,24706
24706,1,-225,24205
24205,4,0,24205
24205,4,0,24205
24205,5,-25,24704
24704,4,0,24704
24704,7,-225,24704
24704,6,-100,25204
25204,7,-225,25704
25704,5,-25,25705
25705,1,-225,25205
25205,5,-25,25705
25705,7,-225,25706
25706,7,-225,26207
26207,2,-100,25707
25707,6,-100,26208
26208,6,-100,26209
26209,6,-100,26710
26710,2,-100,26211
26211,3,-25,26212
26212,3,-25,25712
25712,5,-25,25713
25713,7,-225,26214
26214,1,-225,25714
25714,5,-25,25715
25715,1,-225,25215
25215,7,-225,25715
25715,7,-225,25716
25716,1,-225,25216
25216,2,-100,24716
24716,4,0,24716
24716,2,-100,24215
24215,1,-225,23714
23714,1,-225,23213
23213,4,0,23212
23212,2,-100,22711
22711,4,0,22709
22709,7,-225,23208
23208,2,-100,22707
22707,3,-25,22705
22705,2,-100,22203
22203,6,-100,22702
22702,7,-225,23200
23200,3,-25,22699
22699,2,-100,22697
22697,3,-25,22695
22695,5,-25,22694
22694,5,-25,23193
23193,2,-100,22691
22691,6,-100,23190
23190,5,-25,23689
23689,1,-225,23688
23688,1,-225,23187
23187,3,-25,23186
23186,4,0,23685
23685,7,-225,24185
24185,3,-25,24184
24184,6,-100,24684
24684,5,-25,25184
25184,5,-25,25685
25685,2,-100,25185
25185,3,-25,25685
25685,3,-25,25686
25686,2,-100,25186
25186,1,-225,25186
25186,2,-100,25186
25186,6,-100,25687
25687,4,0,25687
25687,6,-100,26188
26188,4,0,26690
26690,5,-25,26691
26691,6,-100,27193
27193,1,-225,27194
27194,6,-100,27696
27696,1,-225,27198
27198,5,-25,27699
27699,3,-25,27701
27701,1,-225,27203
27203,7,-225,27705
27705,3,-25,27706
27706,4,0,27208
27208,1,-225,27210
27210,3,-25,26711
26711,7,-225,27212
27212,4,0,27214
27214,2,-100,26715
26715,3,-25,26216
26216,1,-225,25717
25717,4,0,25717
25717,4,0,25718
25718,5,-25,25718
25718,3,-25,25218
25218,5,-25,25219
25219,5,-25,25219
25219,3,-25,25219
25219,4,0,24719
24719,1,-225,24219
24219,7,-225,24718
24718,3,-25,24218
24218,5,-25,24218
24218,1,-225,23717
23717,3,-25,23716
23716,1,-225,23215
23215,5,-25,23213
23213,7,-225,23212
23212,7,-225,23711
23711,3,-25,23210
23210,5,-25,23709
23709,1,-225,23208
23208,5,-25,23207
23207,5,-25,23206
23206,1,-225,23205
23205,5,-25,23204
23204,2,-100,22702
22702,4,0,23201
23201,2,-100,22699
22699,2,-100,22197
22197,7,-225,22696
22696,1,-225,22694
22694,7,-225,23193
23193,2,-100,22692
22692,1,-225,22690
22690,2,-100,22688
22688,5,-25,22687
22687,4,0,23186
23186,2,-100,22684
22684,1,-225,22683
22683,1,-225,22681
22681,5,-25,23180
23180,1,-225,23179
23179,2,-100,23178
23178,6,-100,23677
23677,5,-25,24176
24176,5,-25,24676
24676,4,0,24676
24676,3,-25,25176
25176,5,-25,25676
25676,6,-100,26177
26177,6,-100,26678
26678,7,-225,27180
27180,6,-100,28182
28182,5,-25,28185
28185,1,-225,28187
28187,3,-25,28189
28189,6,-100,28692
28692,2,-100,28694
28694,6,-100,29197
29197,5,-25,29200
29200,3,-25,29203
29203,7,-225,29706
29706,6,-100,29710
29710,3,-25,29713
29713,1,-225,29216
29216,2,-100,28718
28718,6,-100,29221
29221,4,0,28724
28724,4,0,28726
28726,4,0,28228
28228,1,-225,27730
27730,4,0,27732
27732,5,-25,27234
27234,1,-225,26735
26735,3,-25,26236
26236,5,-25,26237
26237,2,-100,25237
25237,6,-100,25237
25237,2,-100,24737
24737,4,0,24237
24237,2,-100,23736
23736,4,0,23235
23235,3,-25,22733
22733,7,-225,22732
22732,4,0,22730
22730,5,-25,22729
22729,7,-225,22727
22727,3,-25,22225
22225,7,-225,22223
22223,3,-25,21721
21721,3,-25,21719
21719,4,0,21216
21216,3,-25,21214
21214,7,-225,21211
21211,2,-100,20709
20709,1,-225,20706
20706,4,0,20703
20703,4,0,20700
20700,4,0,20697
20697,1,-225,20194
20194,6,-100,20691
20691,3,-25,20688
20688,2,-100,20685
20685,4,0,20682
20682,5,-25,21180
21180,2,-100,21177
21177,3,-25,21175
21175,5,-25,21673
21673,5,-25,22171
22171,5,-25,22670
22670,4,0,23169
23169,5,-25,23668
23668,3,-25,24167
24167,7,-225,24667
24667,2,-100,24667
24667,7,-225,25668
25668,7,-225,26168
26168,7,-225,27170
27170,7,-225,27672
27672,6,-100,28174
28174,7,-225,29177
29177,6,-100,29680
29680,6,-100,30184
30184,3,-25,30187
30187,7,-225,30691
30691,5,-25,31196
31196,5,-25,31200
31200,3,-25,31204
31204,2,-100,31208
31208,4,0,30713
30713,6,-100,31217
31217,1,-225,30721
30721,4,0,30725
30725,7,-225,30728
30728,2,-100,30232
30232,3,-25,29735
29735,7,-225,29738
29738,3,-25,29241
29241,1,-225,28243
28243,6,-100,28246
28246,5,-25,28248
28248,1,-225,27249
27249,1,-225,26750
26750,3,-25,25751
25751,5,-25,25751
25751,2,-100,24751
24751,2,-100,23750
23750,6,-100,23750
23750,1,-225,22748
22748,3,-25,22246
22246,4,0,21744
21744,4,0,21742
21742,2,-100,20739
20739,1,-225,20236
20236,1,-225,19232
19232,5,-25,19228
19228,3,-25,18724
18724,1,-225,18219
18219,3,-25,18215
18215,7,-225,18210
18210,7,-225,18706
18706,6,-100,18701
18701,5,-25,19197
19197,1,-225,18693
18693,1,-225,18689
18689,5,-25,18685
18685,4,0,19181
19181,5,-25,19677
19677,4,0,19673
19673,4,0,20170
20170,4,0,20667
20667,1,-225,20664
20664,3,-25,20661
20661,5,-25,21659
21659,4,0,22157
22157,3,-25,22155
22155,3,-25,22654
22654,2,-100,22652
22652,5,-25,23651
23651,4,0,24151
24151,3,-25,24651
24651,3,-25,24651
24651,1,-225,25151
25151,2,-100,25151
25151,7,-225,26152
26152,2,-100,26653
26653,6,-100,27155
27155,5,-25,28157
28157,3,-25,28159
28159,7,-225,29162
29162,5,-25,29665
29665,4,0,30169
30169,2,-100,30173
30173,6,-100,30677
30677,2,-100,30681
30681,3,-25,31185
31185,2,-100,30689
30689,5,-25,31193
31193,6,-100,31698
31698,6,-100,32203
32203,3,-25,31708
31708,2,-100,31712
31712,4,0,31717
31717,6,-100,31721
31721,4,0,31726
31726,3,-25,31230
31230,6,-100,31234
31234,7,-225,31239
31239,7,-225,31243
31243,7,-225,31247
31247,1,-225,30251
30251,7,-225,30254
30254,1,-225,29257
29257,5,-25,28760
28760,4,0,28262
28262,6,-100,28264
28264,3,-25,27266
27266,5,-25,26767
26767,4,0,26268
26268,6,-100,25769
25769,3,-25,25269
25269,4,0,24769
24769,5,-25,24268
24268,6,-100,23767
23767,6,-100,23266
23266,7,-225,23265
23265,5,-25,22763
22763,3,-25,21761
21761,7,-225,21759
21759,7,-225,21256
21256,2,-100,20753
20753,3,-25,19750
19750,5,-25,19746
19746,4,0,19242
19242,7,-225,19238
19238,5,-25,18734
18734,2,-100,18229
18229,1,-225,17724
17724,1,-225,17219
17219,6,-100,17214
17214,1,-225,16708
16708,4,0,16703
16703,7,-225,17197
17197,4,0,17192
17192,7,-225,17687
17687,6,-100,18182
18182,6,-100,18678
18678,5,-25,19174
19174,1,-225,19170
19170,3,-25,19166
19166,3,-25,19663
19663,1,-225,19659
19659,2,-100,20156
20156,2,-100,20153
20153,3,-25,20650
20650,1,-225,20647
20647,2,-100,21144
21144,6,-100,22142
22142,3,-25,22640
22640,1,-225,22639
22639,5,-25,23638
23638,4,0,24137
24137,2,-100,24637
24637,5,-25,25138
25138,4,0,26138
26138,6,-100,27140
27140,2,-100,27142
27142,1,-225,27643
27643,3,-25,28146
28146,6,-100,29148
29148,4,0,29652
29652,2,-100,29655
29655,6,-100,30659
30659,3,-25,31163
31163,5,-25,31668
31668,5,-25,32173
32173,5,-25,32678
32678,4,0,33184
33184,2,-100,32689
32689,3,-25,32695
32695,2,-100,32700
32700,1,-225,32705
32705,5,-25,32710
32710,7,-225,32716
32716,4,0,32721
32721,1,-225,32226
32226,7,-225,32231
32231,1,-225,31736
31736,4,0,31240
25343,1,-225,24699
24699,1,-225,24198
24198,1,-225,24198
24198,1,-225,24197
24197,1,-225,23696
23696,1,-225,23695
23695,1,-225,23194
23194,1,-225,23193
23193,1,-225,22691
22691,1,-225,22690
22690,1,-225,22688
22688,1,-225,22187
22187,1,-225,22185
22185,1,-225,22183
22183,1,-225,22181
22181,1,-225,22179
22179,1,-225,22177
22177,1,-225,22175
22175,1,-225,22173
22173,1,-225,22171
22171,1,-225,22169
22169,1,-225,22167
22167,1,-225,22165
22165,1,-225,22163
22163,1,-225,22162
22162,1,-225,22660
22660,1,-225,22658
22658,1,-225,22657
22657,1,-225,23156
23156,1,-225,23155
23155,1,-225,23654
23654,1,-225,23653
23653,1,-225,23652
23652,1,-225,24151
24151,1,-225,24151
24151,1,-225,24651
24651,1,-225,24651
24651,1,-225,25151
25151,7,-225,25651
25651,7,-225,26653
26653,7,-225,27655
27655,7,-225,28657
28657,7,-225,29160
29160,7,-225,30163
30163,7,-225,30668
30668,7,-225,31672
31672,7,-225,32177
32177,7,-225,32682
32682,7,-225,33188
33188,7,-225,33694
33694,7,-225,34201
34201,7,-225,34708
34708,7,-225,35214
35214,7,-225,35221
35221,7,-225,35229
35229,7,-225,35236
35236,7,-225,35243
35243,7,-225,35250
35250,7,-225,35257
35257,7,-225,35264
35264,7,-225,34770
34770,7,-225,34277
34277,7,-225,34283
34283,7,-225,33789
33789,7,-225,33294
33294,7,-225,32800
32800,7,-225,32305
32305,7,-225,31809
31809,7,-225,30813
30813,7,-225,30317
30317,7,-225,29820
29820,7,-225,29323
29323,7,-225,28825
28825,7,-225,27827
27827,7,-225,27329
27329,7,-225,26830
26830,7,-225,26331
26331,7,-225,25331
25331,7,-225,24831
24831,1,-225,23330
23330,1,-225,22328
22328,1,-225,20825
20825,1,-225,19821
19821,1,-225,18317
18317,1,-225,17311
17311,1,-225,15805
15805,1,-225,14798
14798,1,-225,13791
13791,1,-225,12282
12282,1,-225,11273
11273,1,-225,10263
10263,1,-225,9752
9752,1,-225,8741
8741,1,-225,8229
8229,1,-225,7217
7217,1,-225,6705
6705,1,-225,6692
6692,1,-225,6180
6180,1,-225,6167
6167,1,-225,6654
6654,1,-225,6642
6642,1,-225,7130
7130,1,-225,7118
7118,1,-225,7606
7606,1,-225,8095
8095,1,-225,9084
9084,1,-225,9573
9573,1,-225,10063
10063,1,-225,10554
10554,1,-225,11544
11544,1,-225,12036
12036,1,-225,12527
12527,1,-225,13019
13019,1,-225,13512
13512,1,-225,14004
14004,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29509
29509,7,-225,30513
30513,7,-225,31517
31517,7,-225,32523
32523,7,-225,33529
33529,7,-225,35036
35036,7,-225,36044
36044,7,-225,37552
37552,7,-225,38562
38562,7,-225,40072
40072,7,-225,41083
41083,7,-225,42595
42595,7,-225,43608
43608,7,-225,45122
45122,7,-225,46137
46137,7,-225,47152
47152,7,-225,48168
48168,7,-225,48684
48684,7,-225,49201
49201,7,-225,49718
49718,7,-225,49735
49735,7,-225,49752
49752,7,-225,49769
49769,7,-225,49285
49285,7,-225,48802
48802,7,-225,48318
48318,7,-225,47833
47833,7,-225,47349
47349,7,-225,46863
46863,7,-225,45878
45878,7,-225,45391
45391,7,-225,44905
44905,7,-225,44418
44418,7,-225,44431
44431,7,-225,43944
43944,7,-225,43957
43957,7,99775,43970
25343,2,-100,24230
24230,7,-225,24229
24229,2,-100,23728
23728,6,-100,23728
23728,1,-225,23227
23227,7,-225,23226
23226,3,-25,23224
23224,3,-25,22723
22723,7,-225,22721
22721,6,-100,22720
22720,2,-100,22218
22218,5,-25,22716
22716,2,-100,22214
22214,1,-225,21712
21712,6,-100,21710
21710,7,-225,22208
22208,3,-25,21706
21706,4,0,21704
21704,7,-225,22202
22202,7,-225,22700
22700,4,0,22699
22699,5,-25,22697
22697,7,-225,23196
23196,3,-25,23195
23195,2,-100,23193
23193,1,-225,22692
22692,5,-25,23191
23191,6,-100,23690
23690,5,-25,23689
23689,4,0,24188
24188,1,-225,23688
23688,4,0,24187
24187,5,-25,24187
24187,1,-225,24186
24186,6,-100,24686
24686,5,-25,25186
25186,7,-225,25687
25687,7,-225,26188
26188,2,-100,26189
26189,6,-100,26690
26690,7,-225,27191
27191,5,-25,27193
27193,2,-100,27194
27194,5,-25,27696
27696,1,-225,27198
27198,7,-225,27700
27700,4,0,27701
27701,4,0,27703
27703,4,0,27705
27705,1,-225,27207
27207,3,-25,27209
27209,1,-225,26710
26710,6,-100,27211
27211,7,-225,27213
27213,5,-25,27715
27715,4,0,27216
27216,5,-25,27218
27218,3,-25,27220
27220,4,0,26721
26721,5,-25,26722
26722,7,-225,27224
27224,2,-100,26725
26725,2,-100,26225
26225,7,-225,26226
26226,4,0,25727
25727,2,-100,25227
25227,2,-100,24727
24727,3,-25,24227
24227,7,-225,24226
24226,3,-25,24225
24225,4,0,23725
23725,6,-100,23724
23724,2,-100,23223
23223,5,-25,23222
23222,3,-25,23220
23220,5,-25,23219
23219,2,-100,22717
22717,4,0,22216
22216,7,-225,22714
22714,3,-25,22212
22212,3,-25,22210
22210,5,-25,22208
22208,7,-225,22207
22207,4,0,22205
22205,6,-100,22703
22703,7,-225,23202
23202,4,0,23201
23201,3,-25,23199
23199,2,-100,22698
22698,2,-100,22696
22696,3,-25,22195
22195,6,-100,22693
22693,4,0,23192
23192,3,-25,23190
23190,1,-225,22689
22689,6,-100,23188
23188,3,-25,23187
23187,7,-225,23686
23686,4,0,24185
24185,3,-25,24185
24185,5,-25,24684
24684,3,-25,24684
24684,3,-25,24684
24684,4,0,24684
24684,5,-25,25184
25184,1,-225,25184
25184,6,-100,25685
25685,1,-225,25685
25685,7,-225,26186
26186,5,-25,26687
26687,7,-225,27188
27188,3,-25,27190
27190,3,-25,27191
27191,2,-100,26692
26692,6,-100,27194
27194,2,-100,27195
27195,4,0,27197
27197,5,-25,27199
27199,6,-100,27701
27701,4,0,27703
27703,7,-225,28205
28205,7,-225,28707
28707,5,-25,28710
28710,5,-25,28713
28713,4,0,28715
28715,5,-25,28718
28718,1,-225,28220
28220,5,-25,28222
28222,4,0,28224
28224,4,0,27726
27726,4,0,27728
27728,7,-225,27730
27730,4,0,27232
27232,1,-225,26733
26733,3,-25,26234
26234,3,-25,25735
25735,2,-100,25235
25235,3,-25,24735
24735,4,0,24234
24234,3,-25,24234
24234,6,-100,24233
24233,1,-225,23232
23232,4,0,23231
23231,2,-100,22729
22729,3,-25,22227
22227,5,-25,22225
22225,5,-25,21723
21723,2,-100,21220
21220,6,-100,21718
21718,6,-100,21716
21716,2,-100,21213
21213,1,-225,20710
20710,4,0,20708
20708,7,-225,21205
21205,7,-225,21203
21203,7,-225,21700
21700,7,-225,22198
22198,2,-100,21696
21696,2,-100,21694
21694,2,-100,21192
21192,2,-100,21189
21189,3,-25,21187
21187,4,0,21684
21684,7,-225,22182
22182,3,-25,22180
22180,6,-100,22679
22679,5,-25,23177
23177,2,-100,23176
23176,1,-225,23175
23175,1,-225,23174
23174,2,-100,23172
23172,6,-100,23672
23672,5,-25,24171
24171,4,0,24671
24671,6,-100,25171
25171,4,0,25672
25672,7,-225,26173
26173,4,0,26674
26674,4,0,27175
27175,6,-100,27677
27677,7,-225,28179
28179,4,0,28682
28682,7,-225,29185
29185,4,0,29188
29188,5,-25,29691
29691,6,-100,30195
30195,5,-25,30198
30198,5,-25,30702
30702,1,-225,30206
30206,2,-100,30209
30209,5,-25,30213
30213,4,0,30217
30217,7,-225,30220
30220,6,-100,30224
30224,3,-25,30227
30227,7,-225,30231
30231,1,-225,29734
29734,6,-100,29737
29737,2,-100,28740
28740,5,-25,28742
28742,3,-25,28245
28245,7,-225,28247
28247,4,0,27748
27748,7,-225,27250
27250,3,-25,26751
26751,4,0,26252
26252,4,0,25753
25753,4,0,25253
25253,4,0,24753
24753,5,-25,24253
24253,6,-100,24252
24252,1,-225,23751
23751,5,-25,23250
23250,4,0,22748
22748,4,0,22246
22246,4,0,21744
21744,4,0,21242
21242,1,-225,20739
20739,5,-25,20236
20236,1,-225,19732
19732,2,-100,19228
19228,6,-100,19224
19224,4,0,19220
19220,4,0,18716
18716,1,-225,18212
18212,3,-25,18207
18207,7,-225,18702
18702,4,0,18698
18698,5,-25,18694
18694,3,-25,18690
18690,5,-25,19185
19185,5,-25,19182
19182,5,-25,19678
19678,5,-25,20175
20175,3,-25,20172
20172,5,-25,20669
20669,7,-225,21667
21667,2,-100,21665
21665,4,0,22163
22163,7,-225,22661
22661,7,-225,23660
23660,5,-25,24160
24160,4,0,24660
24660,1,-225,24660
24660,4,0,25160
25160,1,-225,25660
25660,7,-225,26161
26161,6,-100,27163
27163,7,-225,27665
27665,5,-25,28667
28667,4,0,28670
28670,3,-25,29173
29173,1,-225,29176
29176,7,-225,29679
29679,5,-25,30182
30182,2,-100,30186
30186,5,-25,30190
30190,6,-100,30694
30694,7,-225,31198
31198,5,-25,31703
31703,7,-225,31708
31708,7,-225,32213
32213,1,-225,31717
31717,4,0,31722
31722,3,-25,31226
31226,1,-225,30730
30730,3,-25,30234
30234,2,-100,29737
29737,2,-100,29240
29240,5,-25,28743
28743,1,-225,28245
28245,6,-100,28247
28247,4,0,27749
27749,5,-25,27250
27250,5,-25,27252
27252,5,-25,26753
26753,7,-225,26254
26254,5,-25,26255
26255,3,-25,25255
25255,3,-25,24755
24755,1,-225,23754
23754,6,-100,23753
23753,5,-25,23252
23252,1,-225,22751
22751,2,-100,21748
21748,6,-100,21746
21746,1,-225,20743
20743,4,0,20240
20240,7,-225,20237
20237,7,-225,20234
20234,1,-225,19730
19730,7,-225,19727
19727,6,-100,19723
19723,5,-25,19720
19720,5,-25,19716
19716,7,-225,20213
20213,7,-225,20210
20210,5,-25,20207
20207,2,-100,20203
20203,6,-100,20200
20200,4,0,20197
20197,1,-225,20194
20194,1,-225,20190
20190,6,-100,20187
20187,1,-225,20184
20184,2,-100,20181
20181,1,-225,20177
20177,4,0,20674
20674,4,0,20671
20671,2,-100,20669
20669,3,-25,21166
21166,5,-25,21664
21664,5,-25,22162
22162,5,-25,22660
22660,7,-225,23659
23659,3,-25,23659
23659,3,-25,24158
24158,3,-25,24658
24658,3,-25,24658
24658,3,-25,25158
25158,1,-225,25159
25159,3,-25,25659
25659,2,-100,25660
25660,5,-25,26661
26661,3,-25,26662
26662,5,-25,27164
27164,4,0,27666
27666,5,-25,28168
28168,4,0,28671
28671,5,-25,29174
29174,3,-25,29677
29677,1,-225,29680
29680,1,-225,29683
29683,6,-100,30187
30187,4,0,30190
30190,5,-25,30694
30694,7,-225,31198
31198,4,0,31202
31202,5,-25,31207
31207,7,-225,31711
31711,7,-225,31716
31716,3,-25,31720
31720,1,-225,31224
31224,2,-100,30728
30728,3,-25,30232
30232,6,-100,30235
30235,1,-225,29738
29738,7,-225,29241
29241,4,0,29244
29244,4,0,28747
28747,1,-225,27749
27749,6,-100,27750
27750,1,-225,26752
26752,6,-100,26753
26753,2,-100,25754
25754,4,0,25254
25254,1,-225,24754
24754,1,-225,23753
23753,3,-25,23252
23252,7,-225,22750
22750,3,-25,22248
22248,2,-100,21746
21746,2,-100,20743
20743,1,-225,20240
20240,7,-225,20236
20236,7,-225,19733
19733,3,-25,19729
19729,3,-25,19225
19225,2,-100,18721
18721,3,-25,18216
18216,4,0,18211
18211,2,-100,17706
17706,7,-225,18202
18202,4,0,18197
18197,3,-25,17692
17692,2,-100,17687
17687,5,-25,18183
18183,5,-25,18678
18678,3,-25,18674
18674,6,-100,19170
19170,5,-25,19666
19666,2,-100,19663
19663,5,-25,20660
20660,5,-25,21157
21157,5,-25,21655
21655,3,-25,22153
22153,7,-225,23152
23152,2,-100,23151
23151,5,-25,23650
23650,7,-225,24650
24650,2,-100,25150
25150,3,-25,25650
25650,4,0,26151
26151,1,-225,26152
26152,5,-25,27153
27153,2,-100,27155
27155,6,-100,28157
28157,5,-25,28660
28660,1,-225,28662
28662,2,-100,29165
29165,2,-100,29168
29168,1,-225,29171
29171,2,-100,29174
29174,5,-25,29677
29677,7,-225,30180
30180,4,0,30684
30684,6,-100,31188
31188,2,-100,31193
31193,1,-225,30697
30697,4,0,30701
30701,2,-100,30704
30704,7,-225,30709
30709,7,-225,31213
31213,7,-225,31217
31217,1,-225,31221
31221,4,0,30725
30725,5,-25,30729
30729,2,-100,30233
30233,1,-225,29736
29736,4,0,29239
29239,5,-25,29242
29242,6,-100,28744
28744,4,0,28747
28747,6,-100,28249
28249,1,-225,27751
27751,6,-100,27253
27253,7,-225,27254
27254,3,-25,26755
26755,3,-25,25756
25756,2,-100,25256
25256,1,-225,24256
24256,5,-25,23755
23755,6,-100,23754
23754,6,-100,23253
23253,1,-225,22751
22751,3,-25,22249
22249,1,-225,21247
21247,1,-225,20243
20243,5,-25,20240
20240,4,0,19737
19737,5,-25,19733
19733,3,-25,19229
19229,2,-100,18725
18725,6,-100,18720
18720,1,-225,18216
18216,6,-100,18211
18211,1,-225,18206
18206,2,-100,17702
17702,3,-25,17696
17696,5,-25,17692
17692,2,-100,17686
17686,6,-100,18182
18182,3,-25,18177
18177,3,-25,18173
18173,7,-225,19169
19169,7,-225,19665
19665,6,-100,20662
20662,4,0,20659
20659,7,-225,21657
21657,5,-25,22155
22155,5,-25,23154
23154,1,-225,23153
23153,3,-25,23652
23652,7,-225,24652
24652,2,-100,24651
24651,2,-100,25151
25151,4,0,25652
25652,7,-225,26153
26153,6,-100,27154
27154,6,-100,28156
28156,6,-100,28659
28659,6,-100,29662
29662,7,-225,30666
30666,1,-225,30670
30670,1,-225,30674
30674,3,-25,30678
30678,5,-25,31182
31182,5,-25,31687
31687,6,-100,32192
32192,2,-100,32196
32196,5,-25,32201
32201,6,-100,32707
32707,3,-25,32212
32212,2,-100,32217
32217,7,-225,32221
32221,3,-25,31726
31726,2,-100,31231
31231,1,-225,30734
30734,7,-225,30738
30738,1,-225,30242
30242,6,-100,30245
30245,3,-25,29248
29248,3,-25,28751
28751,4,0,28253
28253,4,0,27755
27755,4,0,27257
27257,7,-225,27258
27258,3,-25,26259
26259,4,0,25760
25760,7,-225,25760
25343,7,-225,25233
25233,6,-100,25233
25233,5,-25,24733
24733,6,-100,24733
24733,5,-25,24733
24733,5,-25,24733
24733,2,-100,23732
23732,4,0,23731
23731,5,-25,23730
23730,7,-225,23729
23729,5,-25,23728
23728,1,-225,22727
22727,3,-25,22725
22725,4,0,22223
22223,7,-225,22221
22221,7,-225,22720
22720,3,-25,22218
22218,6,-100,22216
22216,4,0,22214
22214,2,-100,21712
21712,5,-25,21710
21710,2,-100,21708
21708,2,-100,21205
21205,3,-25,21203
21203,4,0,21200
21200,3,-25,20697
20697,7,-225,21195
21195,4,0,21692
21692,1,-225,21190
21190,5,-25,21687
21687,5,-25,22185
22185,6,-100,22684
22684,5,-25,22682
22682,2,-100,22681
22681,2,-100,22679
22679,1,-225,22678
22678,3,-25,22676
22676,2,-100,22675
22675,4,0,23174
23174,3,-25,23173
23173,3,-25,23672
23672,2,-100,23671
23671,1,-225,23670
23670,5,-25,24169
24169,4,0,24669
24669,4,0,24669
24669,7,-225,25669
25669,1,-225,25670
25670,6,-100,26171
26171,2,-100,26172
26172,1,-225,26173
26173,2,-100,26674
26674,3,-25,26675
26675,2,-100,26676
26676,2,-100,26677
26677,3,-25,26678
26678,7,-225,27180
